Path,BR_INST_RETIRED,BR_MISS_PRED_RETIRED,CPU_CLK_UNHALTED,INST_RETIRED,LLC_MISSES:0x41,LLC_REFS:0x4f,arith:fpu_div_active,l1d:0x1,l2_rqsts:0x1,l2_rqsts:0x3,l2_rqsts:0x8,l2_rqsts:0x20,mem_trans_retired:0x2,mem_uops_retired:all_stores,misalign_mem_ref:0x1,misalign_mem_ref:0x2,resource_stalls:any,uops_dispatched:core
10,9389881.002444988,10716.77261613692,117863851.29828851,193846877.12713936,526469.3838630806,1821357.6577017114,5055074.613691932,7993739.594132029,5453925.322738387,6604661.8361858195,478557.7310513447,22362.863080684598,24112006.146699265,17697318.674816627,1.0415647921760391,198.0562347188264,51852283.92420538,254355708.39608803
11,8623516.93398533,10345.129584352078,117891523.50855745,174436260.94621027,547955.3985330074,1778320.7628361857,4603757.0611246945,7247334.007334963,4852199.569682152,6115015.13202934,470287.97799511004,30244.843520782397,21784360.56234719,20732206.997555014,11.11002444987775,140.33740831295844,56394313.449877754,231572263.36674815
12,9628597.406143345,9211.795221843004,117986050.63822526,246485979.71331057,452574.023890785,1521145.3754266212,2169626.6279863482,5711452.832764505,4051087.552901024,4972172.443686007,481401.5972696246,23338.412969283276,12375984.119453926,13934206.061433448,3.696245733788396,1319.6484641638226,37550500.37883959,311823267.2013652
13,9652334.361774744,9345.098976109215,118053277.73720136,247145651.6791809,453515.64505119453,1552590.5972696245,2027310.3412969282,5770927.627986348,4049367.566552901,4965996.928327645,480253.51535836176,23549.43003412969,12238082.457337884,13788978.04778157,5.453924914675768,1250.8020477815699,37530246.37201365,311472096.40273035
14,10617936.987745099,9208.06862745098,117748917.84068628,197610933.12745097,418762.38480392157,1739560.799019608,4742257.475490196,3892593.370098039,1709328.424019608,2790787.156862745,405988.9044117647,23408.183823529413,26497930.730392158,27044522.81127451,1.4509803921568627,199.7058823529412,50663161.14705882,255368657.93137255
15,10690137.347188264,9935.466992665037,117811315.65770172,195805556.73594132,579761.7921760391,2023821.9095354523,4705506.107579462,9027911.369193153,6156338.376528118,7427674.149144255,540441.9682151589,23603.425427872862,26803756.775061123,27336218.540342297,2.3447432762836184,144.46210268948656,51384662.119804405,260244387.27628362
16,9027768.94607843,8748.492647058823,117820306.85784313,168987322.5147059,551796.4950980392,1793497.9485294118,3769056.6053921566,7336824.2034313725,4859997.598039215,5965220.024509804,477186.71078431373,25452.774509803923,22025375.720588237,22495868.409313727,2.627450980392157,355.49754901960785,57945895.63480392,221963403.3627451
17,10194523.009803921,11782.267156862745,118014195.39460784,220927036.33578432,234507.01715686274,333201.8382352941,1202395.700980392,2581700.5490196077,1927601.4730392157,2086625.4730392157,143300.04656862744,22809.20343137255,12413067.534313725,12917034.544117646,3.3112745098039214,145.3578431372549,43774342.193627454,284328920.90686274
18,8117977.205378973,10690.364303178485,117804670.93398532,210817742.32273838,114806.49144254279,220315.91687041565,2864.4914425427874,330108.8337408313,10822.804400977995,20628.938875305623,194277.03422982886,11521.735941320294,12500403.457212714,13023970.704156479,2.1784841075794623,248.4914425427873,43872587.00488997,293924002.9755501
19,11828057.777777778,12435.345679012345,117792997.38271604,199245330.86419752,12468.95061728395,99313.90123456791,2883.777777777778,544507.1111111111,468920.4938271605,539197.7777777778,1849.2469135802469,24207.864197530864,12641328.061728396,12802589.543209877,1.0,0.2222222222222222,45271627.55555555,277447894.02469134
24,44920886.2,33553.4,115685263.3,300931841.5,72831.3,499168.6,2917.7,3926247.1,3454905.7,3743878.2,9508.9,40535.3,31742278.6,33049338.2,13.5,118.4,13915842.5,356454898.9
